_id,target
66810d8e6bf2b41c880a7bc6c8a1e295,0.11428571428571428
ccac3879652b08cb8b44c1920fd93afa,0.02857142857142857
fcccab4d7a76f70647f015f2c84c2af8,0.0
ed8399278c30678dab739045fa12b440,0.02857142857142857
1d4d62ac5cabcb48bac7112813f290cb,0.0
aba2dec4c5cab88824f36babd24b986f,0.21428571428571427
06f318f1dd178e738f675bb88a5adb84,0.0
d5036f5956e42ee6207296238fc4bc1d,0.0
fe0cc8933698ad4046ff2b82f65756eb,0.0
70190122f4ebf196535e11b33eb95b81,0.0
8c2e044ac444afd4d0dea67eba0079c4,0.22857142857142856
0d7db1117ed3606d7bbbb65d584b5c2f,0.34285714285714286
aa3d1e4ba96323b5449a23cb54badc50,0.5428571428571428
d312d9b1ffdab785a806490ca0450f7b,0.2714285714285714
56da3f911d7cc5e8f47f2703b74bdc45,0.0
19afb1a10078e901994a1e1e2c058652,0.0
9ac0fc025e2f551a7d5214a606a77434,0.0
4bc819b6f4ebbedca0fe354ba5dc7ba3,0.0
1c02af75529cdaee5f8822a5251f5c63,0.0
9d0424c7a80ebde8cc8b5520721592f2,0.38571428571428573
cf005d4bc86312d5f1032e08ef342e05,0.5142857142857142
6abe7bc6263ac81d7f6764c6b0489703,0.0
b56ee107fc7abbabfa317f9209cbc5fd,0.22857142857142856
2fd2f7790cd8d0c638d55f41b1f323a2,0.0
bd3b2a1af1abd0d48af835aa69848232,0.0
d50372645903431bd7ceb57bbf1cea06,0.04285714285714286
8a11f5487e2e8a6e91d0ab1b6003b55e,0.0
ab96e787fdf0827bbebcf95b1243d041,0.0
233d244d79e364f517c846cb3ab1932a,0.014285714285714285
45971d4e3a47775bb5a7260bb5ea3c36,0.0
5ccb10967f79fb08ace2d99ac6e0f3f1,0.2857142857142857
79dada7dfeb73ecb13b585716a422ccf,0.3
3566dc034b1552ff7a1026ea1ab6baab,0.6571428571428571
895bf949198fb300efb4361ccd8231e6,0.6142857142857143
9e9bd8ab48ba5d9b7c53d6dd37d840ef,0.5285714285714286
5595e4faeb748e040ae99b98bcd60af9,0.0
9c366222ca168600b6db86cfdda4cc90,0.0
a79760db64a402bcc8e817800fe36ec1,0.014285714285714285
e3ad251da8e9d9405cce8312577cf855,0.0
7c4da7b8abe1e7c113a59ed81d30d9fd,0.0
c78385401b8d4aafc615e0f5dae1b165,0.0
0f7837f2007516c4d60b341d4a4385a2,0.0
be7d4bfb2a7dce1d959ca800974beec7,0.8
2199d3381c925a326f5e84d81a3821a6,0.0
fd6b3135204cd9f921f8d4fef7ed926f,0.5428571428571428
4c1f53490ba4a74f8d5f19da61a72541,0.15714285714285714
39a70c21ccaf86001a9f63236b92fda0,0.014285714285714285
f291ca841a04889d5eeef0a82f6e9af5,0.0
109c7cdf766b45626ee333fc419d0e29,0.0
f2a7e010cf96014e5fbcea5030aacb2d,0.0
8748231d6e955fdb991846ea7266b1f6,0.6
74160f70d55985465a6e3142fac2a6f4,0.6857142857142857
f2f1d5a683617b2bdb6cb0b1eae67135,0.0
319787f387c4fff24fba48f5145c70f6,0.6285714285714286
71e78ba4882ea90647b0d480165fa93d,0.4142857142857143
